date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:15	208/208	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Jun%202019%2014:04:12%20GMT	http://ssdent.net/robots.txt		(from )
23:04:16	32663/32663	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202019%2014:04:12%20GMT	http://ssdent.net/	D:/Work/Homepage/sanbon_samsung/ssdent.net/index.html	(from )
23:04:16	4540/4540	---MCZ	200	added ('OK')	text/css	etag:W/%2211bc-5824cb710f217%22	http://ssdent.net/common/css/xe.min.css?20190220143444	D:/Work/Homepage/sanbon_samsung/ssdent.net/common/css/xe.min21ad.css	(from http://ssdent.net/)
23:04:17	32076/32076	---MCZ	200	added ('OK')	text/css	etag:W/%227d4c-5824cb7ded908%22	http://ssdent.net/common/js/plugins/ui/jquery-ui.min.css?20190220143457	D:/Work/Homepage/sanbon_samsung/ssdent.net/common/js/plugins/ui/jquery-ui.min3c60.css	(from http://ssdent.net/)
23:04:17	32779/32779	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202019%2014:04:13%20GMT	http://ssdent.net/layouts/samsung_main/default.layout.css	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/default.layout.html	(from http://ssdent.net/)
23:04:17	32787/32787	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202019%2014:04:13%20GMT	http://ssdent.net/layouts/samsung_main/default.layout.webfont.css	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/default.layout.webfont.html	(from http://ssdent.net/)
23:04:17	3002/3002	---MCZ	200	added ('OK')	text/css	etag:W/%22bba-5862877892ef2%22	http://ssdent.net/layouts/samsung_main/css/colorBox.css?20190410170045	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/css/colorBoxe87c.css	(from http://ssdent.net/)
23:04:17	57995/57995	---MCZ	200	added ('OK')	text/css	etag:W/%22e28b-5862877872b52%22	http://ssdent.net/layouts/samsung_main/css/animate.min.css?20190410170045	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/css/animate.mine87c.css	(from http://ssdent.net/)
23:04:17	4743/4743	---MCZ	200	added ('OK')	text/css	etag:W/%221287-58628778798b2%22	http://ssdent.net/layouts/samsung_main/css/easing.css?20190410170045	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/css/easinge87c.css	(from http://ssdent.net/)
23:04:18	845/845	---M--	200	added ('OK')	text/css	etag:%2234d-5824cc7982992%22	http://ssdent.net/modules/editor/styles/ckeditor_light/style.css?20190220143921	D:/Work/Homepage/sanbon_samsung/ssdent.net/modules/editor/styles/ckeditor_light/styledefc.css	(from http://ssdent.net/)
23:04:18	19867/19867	---MCZ	200	added ('OK')	text/css	etag:W/%224d9b-5862928fdd23c%22	http://ssdent.net/layouts/samsung_main/css/main.css?20190410175023	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/css/main2e20.css	(from http://ssdent.net/)
23:04:18	0/0	---M--	200	added ('OK')	text/css	etag:%220-5868af07a7e12%22	http://ssdent.net/files/faceOff/170/layout.css?20190415142941	D:/Work/Homepage/sanbon_samsung/ssdent.net/files/faceOff/170/layoutad60.css	(from http://ssdent.net/)
23:04:19	12741/12741	---MCZ	200	added ('OK')	application/javascript	etag:W/%2231c5-5824cb736390f%22	http://ssdent.net/common/js/x.min.js?20190220143446	D:/Work/Homepage/sanbon_samsung/ssdent.net/common/js/x.min97bb.js	(from http://ssdent.net/)
23:04:20	11960/11960	---MCZ	200	added ('OK')	application/javascript	etag:W/%222eb8-58628780b47a2%22	http://ssdent.net/layouts/samsung_main/js/jquery.colorbox-min.js?20190410170054	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/js/jquery.colorbox-min4ff7.js	(from http://ssdent.net/)
23:04:21	23543/23543	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bf7-58628780ace8a%22	http://ssdent.net/layouts/samsung_main/js/jquery.bxslider.min.js?20190410170054	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/js/jquery.bxslider.min4ff7.js	(from http://ssdent.net/)
23:04:21	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%222344-58628780cbaba%22	http://ssdent.net/layouts/samsung_main/js/jquery.waypoints.min.js?20190410170054	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/js/jquery.waypoints.min4ff7.js	(from http://ssdent.net/)
23:04:21	90770/90770	---MCZ	200	added ('OK')	application/javascript	etag:W/%2216292-5824cb7309b8f%22	http://ssdent.net/common/js/jquery.min.js?20190220143446	D:/Work/Homepage/sanbon_samsung/ssdent.net/common/js/jquery.min97bb.js	(from http://ssdent.net/)
23:04:21	5354/5354	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214ea-5863d8165b871%22	http://ssdent.net/layouts/samsung_main/js/main.js?20190411180645	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/js/main4d2e.js	(from http://ssdent.net/)
23:04:22	550/550	---M--	200	added ('OK')	text/xml	date:Tue,%2018%20Jun%202019%2014:04:18%20GMT	http://ssdent.net/rss	D:/Work/Homepage/sanbon_samsung/ssdent.net/rss	(from http://ssdent.net/)
23:04:22	102535/102535	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219087-5824cb738b9af%22	http://ssdent.net/common/js/xe.min.js?20190220143446	D:/Work/Homepage/sanbon_samsung/ssdent.net/common/js/xe.min97bb.js	(from http://ssdent.net/)
23:04:22	596/596	---M--	200	added ('OK')	text/xml	date:Tue,%2018%20Jun%202019%2014:04:19%20GMT	http://ssdent.net/atom	D:/Work/Homepage/sanbon_samsung/ssdent.net/atom	(from http://ssdent.net/)
23:04:23	1901/1901	---MCZ	200	added ('OK')	application/json	date:Tue,%2018%20Jun%202019%2014:04:20%20GMT	http://dapi.kakao.com/v2/maps/sdk.js?appkey=5550b34b0b0c6c3ee7d1d74610ca965b	D:/Work/Homepage/sanbon_samsung/dapi.kakao.com/v2/maps/sdkbf30.json	(from http://ssdent.net/)
23:04:23	4572/4572	---M--	200	added ('OK')	image/png	etag:%2211dc-582b147047789%22	http://ssdent.net/files/attach/xeicon/mobicon.png	D:/Work/Homepage/sanbon_samsung/ssdent.net/files/attach/xeicon/mobicon.png	(from http://ssdent.net/)
23:04:23	6009/6009	---M--	200	added ('OK')	image/png	etag:%221779-5862877c84f1a%22	http://ssdent.net/layouts/samsung_main/images/header_l.png	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/images/header_l.png	(from http://ssdent.net/)
23:04:24	4112/4112	---M--	200	added ('OK')	image/png	etag:%221010-5862877c9126a%22	http://ssdent.net/layouts/samsung_main/images/header_r.png	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/images/header_r.png	(from http://ssdent.net/)
23:04:26	16502/16502	---M--	200	added ('OK')	image/png	etag:%224076-5862877d94eaa%22	http://ssdent.net/layouts/samsung_main/images/main_visual01_tit.png	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/images/main_visual01_tit.png	(from http://ssdent.net/)
23:04:26	16097/16097	---M--	200	added ('OK')	image/png	etag:%223ee1-5862877dc9e52%22	http://ssdent.net/layouts/samsung_main/images/main_visual02_tit.png	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/images/main_visual02_tit.png	(from http://ssdent.net/)
23:04:27	21227/21227	---M--	200	added ('OK')	image/png	etag:%2252eb-5862877df55a2%22	http://ssdent.net/layouts/samsung_main/images/main_visual03_tit.png	D:/Work/Homepage/sanbon_samsung/ssdent.net/layouts/samsung_main/images/main_visual03_tit.png	(from http://ssdent.net/)
